P01	1	1	Hej
P01	2	2	Hej
P01	2	3	Hej Joakim!
P01	1	4	Tjenixen!
P01	2	5	Har du bilden framför dig
P01	1	6	Oui oui
P01	2	48	okej beskriv du vad du har pa bordet. Har du totalt 15 muggar var av 2 ar takeaway med lock resterande med handtag
P01	2	49	eller öra kallar man det kanske
P01	1	50	Haha excellent!Har 15 st muggar, varav två takeaway samt en röd mugg utan handtag
P01	2	51	yes samm har
P01	2	52	3 bla, 3 roda, 2 gula resterande vita
P01	1	53	Jag har 4 röda
P01	2	54	okej ska vi forsoka beskriva hur de star pa bilden
P01	2	55	sett fran katie
P01	1	56	Myes!
P01	2	57	okej första raden fran katie pa hennes hogra sida har jag i hornet en gul mugg med handdatg
P01	1	58	Same same
P01	2	59	vanster om den en vit med handtag
P01	2	60	strax nedanfor mot katie
P01	1	61	Nix, har en vit takeaway på min bild
P01	2	62	okej vill du beskriva var
P01	1	63	Sett på Katies perspektiv har vi ju en gul mugg i högra hörnet. Näst längst till höger (alltså nedanför gula muggen) finns då en vit take away mugg
P01	2	64	okej den muggen är for mig vit men med handtag
P01	1	65	Markerar det!
P01	2	66	yes
P01	2	67	bredvid dem på samma rad i sama hojd som den forsta gula men vanstra hornet ar en bla for mig
P01	1	68	Yes, nedanför min vita takeaway mugg har jag en blå mugg och sedan längst ner på vänstra sidan (från Katies främsta rad) har jag en röd mugg med handtag
P01	1	69	Så den röda finns alltså nedanför den blåa
P01	2	70	check check! ar vi klara med fortsta raden
P01	2	71	forsta
P01	1	72	Indeed
P01	2	73	tror dock vi kan ha fel nu nar jag laste en gang till
P01	2	74	
P01	1	75	....? ):
P01	2	76	ar din takeaway kop strax framför eller strax nedanför den gula sett fran katie
P01	2	77	den so ar till vanster om den gula fran katies synvinkel allta
P01	2	78	alltsa
P01	1	79	Öööh. Well. Den är nedaför den gula koppen men någon mer innåt mot bordet än de andra kopparna på första raden för Katie
P01	2	80	okej da at det ratt || men du sa att du hade en röd mugg nedanfor den vita takeaway
P01	1	81	Nedanför min vita take away mugg (om vi ser den vita en del av första raden trots att den är lite längre fram än de resterande på första raden)
P01	1	82	Så finns då en en blå mugg (som är då på samma höjd som den gula muggen och den vita står alltså lite längre in mot bordet som den gör mot den gula
P01	1	83	Och nedaför min blå har jag då en röd mugg
P01	2	84	eeeh men vanta nu jag har ocksa en vit takeaway som ar strax framfor en vit vanlig som ar mitt emellan rad 1 och 2
P01	2	85	okej da ar jag med tror jag
P01	2	86	sa till vanster; gul.
P01	2	87	sedan vit takeaway starx nedanför till höger
P01	2	88	
P01	2	89	sedan en till takeaway strac ovanfor mellan rad 1 och 2
P01	2	90	sedan en blå i samma hojd som den gula men pa vanster sida av bordet från katie och sen en rod nedanfor den bla
P01	1	91	Yas
P01	2	92	okidoki. snygt
P01	2	93	då har vi rad 2. kör du
P01	2	94	
P01	1	95	Yes. Jag har 3 st muggar på rad två. Längst till höger (Alltså står bredvid den gula koppen från rad 1) har jag en röd mugg med handtag
P01	2	96	check
P01	2	97	jag med alltså
P01	1	98	Nedanför den har jag en vit mugg med handtag som står lite framför takeaway muggen från rad 1
P01	2	99	hamnar den strax ovanfor den röda eller nedanför
P01	1	100	Den står nedaför den röda muggen, om den vita muggen från rad 1 hade stått på samma rad hade den varit mellan de två mugganra, ungefär det avståndet.
P01	2	101	sett från katie
P01	1	102	Yes
P01	2	103	
P01	2	104	de som vi totalt gemensamt checkat av är det 5st
P01	2	105	6 med den röda
P01	1	106	Si
P01	2	107	din rada kopp hamnar den i höjd med killen
P01	2	108	eller är den något närmare katie
P01	2	109	r
P01	1	110	Wat
P01	1	111	Vilken röd kopp pratar vi om nu
P01	1	112	Den på rad två fortsatt?
P01	2	113	den på rad 2
P01	2	114	ja precis
P01	2	115	kan  vi fortsätta med detta efter lunchen kommer inte att överleva haha
P01	2	116	
P01	1	117	Känner också det Hahah
P01	2	118	hahah¨
